season,episode,title,director,release_date,all_cast,Rating,number_of_reviews,short_summary,writer,views,month,central_perk_loc,monicas_loc,chandlers_loc,ross_loc,monicas_lines,rachel_lines,ross_lines,phoebe_lines,joey_lines,chandler_lines,all_lines,num_guest_stars,common_director,epi_type,catchphrases,title_about,gunther,janice,richard,heckles,frank,estelle,ursula,part_1,rat_grouped
8,12, The One Where Joey Dates Rachel ,David Schwimmer , 10 January 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Krista Allen', 'Caryn Ward', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Cole Sprouse', 'Matthew Yang King', 'James Michael Tyler']",8.6,2919,Phoebe gives Chandler and Monica a late wedding present: the game Ms Pac-Man. Chandler plays it all day long to be better than Monica and Phoebe. Rachel misses dressing up for romantic ...                    See full summary »,Sherry Bilsing-Graham & Ellen Plummer,25.53,1,0.125,0.3125,0.1875,0.0,0.13274336283185842,0.29646017699115046,0.06637168141592921,0.07079646017699115,0.2920353982300885,0.11061946902654868,0.0,0,David Schwimmer,reg,1,"['rachel', 'joey']",1,0,0,0,0,0,0,0,av
8,13, The One Where Chandler Takes a Bath ,Ben Weiss , 17 January 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Amanda Carlin', 'James Michael Tyler']",8.6,2847,Monica turns Chandler on to the concept of taking a bath to relax; Ross and Rachel toss baby names around while deciding whether to learn the baby's sex.,Vanessa McCarthy,29.24,1,0.25,0.4166666666666667,0.16666666666666666,0.0,0.20512820512820512,0.1794871794871795,0.1684981684981685,0.15018315018315018,0.09523809523809523,0.18681318681318682,0.003663003663003663,0,Ben Weiss,reg,0,['chandler'],1,0,0,0,0,0,0,0,av
8,14, The One with the Secret Closet ,Kevin Bright , 31 January 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Richard Penn', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Amanda Carlin', 'Joel Berti']",8.2,2702,"Chandler's very curious about a locked closet, but Monica won't tell him what is inside.",Brian Buckner & Sebastian Jones,28.64,1,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.20622568093385213,0.1556420233463035,0.10894941634241245,0.16731517509727625,0.21011673151750973,0.13229571984435798,0.0,0,Kevin Bright,reg,0,other,0,0,0,0,0,0,0,0,below
8,15, The One with the Birthing Video ,Kevin Bright , 7 February 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Bonnie Somerville', 'Lauren Bush Lauren']",8.4,2687,"During Valentine's Day, Chandler discovers the miracle of birth seeing an extremely graphic video.",Dana Klein Borkow,28.64,2,0.3076923076923077,0.3076923076923077,0.0,0.07692307692307693,0.1271186440677966,0.11016949152542373,0.2330508474576271,0.1059322033898305,0.17372881355932204,0.1228813559322034,0.0,0,Kevin Bright,reg,0,other,1,0,0,0,0,0,0,0,av
8,16, The One Where Joey Tells Rachel ,Ben Weiss , 28 February 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Terence Paul Winter', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Harry Van Gorkum', 'Sam Pancake']",8.3,2747,"Ross freaks out when Joey tells him that he is in love with Rachel because Ross is afraid that they will get married and raise his kid together. Phoebe dates a guy called Don, who she ...                    See full summary »",Andrew Reich & Ted Cohen,27.52,2,0.4,0.1,0.0,0.1,0.14418604651162792,0.15348837209302327,0.14883720930232558,0.10697674418604651,0.21395348837209302,0.13488372093023257,0.0,0,Ben Weiss,reg,0,"['rachel', 'joey']",1,0,0,0,0,0,0,0,av
8,17, The One with the Tea Leaves ,Gary Halvorson , 7 March 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Bonnie Somerville', 'Steve Ireland', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Alec Baldwin', 'James Le Gros', 'Mark Lutz', 'Danielle Stratton']",8.1,2722,Chandler and Monica are happy together - their worst problem is his habit to put CDs in the wrong box and their different taste in music. Rachel is desperate to get back on good terms with ...                    See full summary »,R. Lee Fleming Jr. & Steven Rosenhaus,26.3,3,0.07142857142857142,0.2857142857142857,0.0,0.07142857142857142,0.15695067264573992,0.242152466367713,0.053811659192825115,0.15695067264573992,0.13452914798206278,0.1031390134529148,0.0,1,Gary Halvorson,reg,0,other,0,0,0,0,0,0,0,0,below
8,18, The One in Massapequa ,Gary Halvorson , 28 March 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Elliott Gould', 'Kat Sawyer', 'John C. Moskoff', 'Aixa Clemente', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Alec Baldwin', 'Christina Pickles', 'Ellen Gerstein', 'Tim Silva', 'Bob Bencomo']",8.2,2747,Everyone prepares for the Gellers' 35th wedding anniversary in Long Island; Monica struggles to prepare the perfect toast; Phoebe invites her new boyfriend Parker.,Peter Tibbals & Mark Kunerth,22.05,3,0.25,0.125,0.0,0.25,0.10683760683760683,0.14957264957264957,0.18376068376068377,0.17094017094017094,0.07264957264957266,0.05128205128205128,0.004273504273504274,1,Gary Halvorson,reg,0,other,0,0,0,0,0,0,0,0,below
8,19, The One with Joey's Interview ,Gary Halvorson , 4 April 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Elle Macpherson', 'Lauren Tom', 'Reese Witherspoon', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Sasha Alexander', 'Charity Nicole James', 'Jennifer Milmore', 'James Michael Tyler']",7.5,2852,"Joey prepares for his epic interview with Soap Opera Digest, reminiscing about his past acting experiences, his friends and his romantic life.",Doty Abrams,22.59,4,0.23076923076923078,0.15384615384615385,0.46153846153846156,0.07692307692307693,0.03375527426160337,0.11392405063291139,0.11392405063291139,0.06329113924050633,0.4008438818565401,0.11814345991561181,0.0,0,Gary Halvorson,reg,0,['joey'],1,0,0,0,0,0,0,0,below
8,20, The One with the Baby Shower ,Kevin Bright (as Kevin S. Bright)    , 25 April 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jonathan Nichols', 'Lisa Avery', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Marlo Thomas', 'Adria Tennor', 'Heather Sims']",8.2,2743,"Monica and Phoebe throw Rachel a baby shower but forget to invite Rachel's mom. Rachel realizes she has no idea how to look after the baby after the birth. Meanwhile, Joey auditions for a job as a host for a new game show called ""Bamboozled"", and Chandler and Ross help him practice.",Sherry Bilsing-Graham & Ellen Plummer,22.24,4,0.0,0.5,0.3,0.1,0.1232876712328767,0.1815068493150685,0.1643835616438356,0.0958904109589041,0.15753424657534246,0.11301369863013698,0.0,1,Kevin Bright,reg,0,other,0,0,0,0,0,0,0,0,below
8,21, The One with the Cooking Class ,Gary Halvorson , 2 May 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Rena Sofer', 'Tim Maculan', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Molly Hagan', 'Tucker Smallwood', 'Scott Richards', 'James Michael Tyler']",8.2,2735,"Monica's restaurant get a bad review. After confronting the critic who wrote it, she decides to join a cooking class, with Joey in tow. Rachel gets jealous when Ross hits it off with a woman at the baby department store.",Dana Klein Borkow & Brian Buckner & Sebastian Jones,23.97,5,0.13333333333333333,0.2,0.0,0.26666666666666666,0.12830188679245283,0.2,0.17735849056603772,0.09433962264150944,0.07924528301886792,0.13962264150943396,0.0037735849056603774,0,Gary Halvorson,reg,0,other,1,0,0,0,0,0,0,0,below
8,22, The One Where Rachel Is Late ,Gary Halvorson , 9 May 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Amanda Carlin', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'June Gable', 'Ben Shephard']",8.3,2704,Monica and Phoebe bet on when Rachel's baby will be born as the due date comes and goes as Rachel becomes extremely irritable; Chandler falls asleep at Joey's big movie premiere.,Shana Goldberg-Meehan,24.32,5,0.25,0.3333333333333333,0.0,0.08333333333333333,0.13733905579399142,0.23605150214592274,0.19313304721030042,0.09871244635193133,0.1630901287553648,0.12446351931330472,0.0,0,Gary Halvorson,reg,1,['rachel'],1,0,0,0,0,1,0,0,av
8,23, The One Where Rachel Has a Baby: Part 1 ,Kevin Bright , 16 May 2002,"[""'Courteney Cox'"", "" 'Matt LeBlanc'"", "" 'David Schwimmer'"", "" 'Debi Mazar'"", "" 'Maurice Godin'"", "" 'Tim DeKay'"", "" 'Henriette Mantel'"", "" 'Christina Pickles'"", "" 'Laura Margolis'"", "" 'Jimmy Palumbo'"", "" 'Jennifer Aniston'"", "" 'Lisa Kudrow'"", "" 'Matthew Perry'"", "" 'Amanda Carlin'"", "" 'Eddie McClintock'"", "" 'Rachael Harris'"", "" 'JoNell Kennedy'"", "" 'Maggie Wheeler'"", "" 'Mark Daniel Cade'"", "" 'Karin Co'"", "" 'Sarah Rush'"", "" 'Douglas Looper'"", "" 'Mikey Evgen'"", "" 'Bryce Green'""]",8.851976573938508,3073,"Ross and Rachel go to the hospital to have their baby, but it's a long labor. They get stuck in a semi-private room, and many other couples come and go before Rachel is ready to deliver - ...                    See full summary » After Rachel gives birth to her baby, she must confront relationship issues around her.",Scott SilveriMarta Kauffman & David Crane,34.91,5,0.0,0.0,0.0,0.0,0.07984790874524715,0.20532319391634982,0.18250950570342206,0.10836501901140684,0.10646387832699619,0.06844106463878327,0.0,0,Kevin Bright,fin,0,['rachel'],0,0,0,0,0,0,0,1,above
9,1, The One Where No One Proposes ,Kevin Bright , 26 September 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Cleo King', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elliott Gould', 'Elizabeth Davidson']",8.6,2987,Rachel thinks that Joey has proposed to her. Monica and Chandler begin trying to have a baby.,Sherry Bilsing-Graham & Ellen Plummer,34.01,9,0.0,0.0,0.0,0.0,0.09090909090909091,0.21328671328671328,0.2097902097902098,0.10839160839160839,0.1888111888111888,0.0944055944055944,0.0,0,Kevin Bright,prem,0,other,0,0,0,0,0,0,0,0,av
9,2, The One Where Emma Cries ,Sheldon Epps , 3 October 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Janet Hubert', 'Michael Kurtz', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'James Michael Tyler', 'Elizabeth Davidson']",8.6,3003,"Chandler, having trouble getting enough sleep at home, falls asleep in a meeting and accidentally agrees to run his company's Tulsa office.",Dana Klein Borkow,28.93,10,0.15384615384615385,0.0,0.0,0.46153846153846156,0.1556420233463035,0.17509727626459143,0.23735408560311283,0.08560311284046693,0.19066147859922178,0.10894941634241245,0.0038910505836575876,0,other,reg,1,other,1,0,0,0,0,0,0,0,av
9,3, The One with the Pediatrician ,Roger Christiansen , 10 October 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Dedee Pfeiffer', 'Gregory White', 'Greta Sesheta', 'Logan Hudson', 'Kim Harris', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Elaine Hendrix', 'Angee Hughes', 'Ashly Holloway', 'Elizabeth Davidson', 'Jodi Knotts']",8.2,2776,"Joey arranges a blind date for Phoebe. Chandler is leaving for Tulsa without Monica, because she has got a great job offer.",Brian Buckner & Sebastian Jones,26.63,10,0.17647058823529413,0.4117647058823529,0.058823529411764705,0.058823529411764705,0.1412639405204461,0.10780669144981413,0.13011152416356878,0.1449814126394052,0.17843866171003717,0.1449814126394052,0.007434944237918215,0,other,reg,0,other,1,0,0,0,0,0,0,0,below
9,4, The One with the Sharks ,Ben Weiss , 17 October 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Nikita Ager', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Susan Ward', 'Phil Donlon']",8.2,2809,Monica thinks Chandler is aroused by shark documentaries.,Andrew Reich & Ted Cohen,25.82,10,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16080402010050251,0.05527638190954774,0.18592964824120603,0.17587939698492464,0.15577889447236182,0.08040201005025126,0.0,0,Ben Weiss,reg,0,other,1,0,0,0,0,0,0,0,below
9,5, The One with Phoebe's Birthday Dinner ,David Schwimmer , 31 October 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Christina Pickles', 'Monique Edwards', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Dan Bucatinsky', 'Kevin Farrell', 'Brian Chenoweth', 'Elizabeth Davidson']",8.5,2844,"Phoebe will celebrate her birthday by having a dinner with her friends at a fancy restaurant. But everybody is late to the dinner, due to a series of problems.",Scott Silveri,24.46,10,0.07692307692307693,0.0,0.0,0.07692307692307693,0.1746031746031746,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.11904761904761904,0.1865079365079365,0.0,0,David Schwimmer,reg,0,['phoebe'],0,0,0,0,0,0,0,0,av
9,6, The One with the Male Nanny ,Kevin Bright (as Kevin S. Bright)    , 7 November 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Paul Rudd', 'Susan Slome', 'Elizabeth Davidson', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Hank Azaria', 'Freddie Prinze Jr.', 'Michael Burgess']",8.4,3009,"Looking for a new nanny, Ross and Rachel hire a male nanny named Sandy. Monica tells Chandler that a guy at work is the funniest guy she has ever met.",David Crane & Marta Kauffman,27.51,11,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.2631578947368421,0.10094637223974763,0.11356466876971609,0.167192429022082,0.1640378548895899,0.0946372239747634,0.09779179810725552,0.0,1,Kevin Bright,reg,1,other,0,0,0,0,0,0,0,0,av
9,7, The One with Ross's Inappropriate Song ,Gary Halvorson , 14 November 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Gregory Itzin', 'Robin Krieger', 'Andre Lachaumette', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Cristine Rose', 'Elizabeth Davidson']",8.7,3018,"Ross finds a way to make Emma laugh - singing ""Baby Got Back."" Meanwhile, Phoebe meets Mike's parents, and Joey and Chandler find a video tape in Richard's apartment.",Robert Carlock,25.35,11,0.07692307692307693,0.23076923076923078,0.0,0.3076923076923077,0.1095890410958904,0.1004566210045662,0.0821917808219178,0.1963470319634703,0.1095890410958904,0.1415525114155251,0.0,0,Gary Halvorson,reg,0,['ross'],0,0,0,0,0,0,0,0,above
9,8, The One with Rachel's Other Sister ,Kevin Bright , 21 November 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Christina Applegate']",8.8,3325,Rachel's middle sister shows up at Thanksgiving and causes arguments amongst the gang.,Shana Goldberg-Meehan,26.76,11,0.0,0.5714285714285714,0.0,0.2857142857142857,0.12186379928315412,0.20430107526881722,0.0931899641577061,0.0931899641577061,0.11469534050179211,0.13261648745519714,0.0035842293906810036,1,Kevin Bright,reg,0,['rachel'],0,0,0,0,0,0,0,0,above
9,9, The One with Rachel's Phone Number ,Ben Weiss , 5 December 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Alan F. Smith', 'Chris Payne Gilbert', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Irene White', 'Kevin Brief']",8.2,2744,"Rachel is ready to start hanging out again. She and Phoebe go to a bar, where they meet two guys.",Mark Kunerth,25.43,12,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.42857142857142855,0.1282051282051282,0.17582417582417584,0.13186813186813187,0.10989010989010989,0.12454212454212454,0.17582417582417584,0.0,0,Ben Weiss,reg,0,['rachel'],0,0,0,0,0,0,0,0,below
9,10, The One with Christmas in Tulsa ,Kevin Bright , 12 December 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Brian Chenoweth', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Selma Blair', 'Monique Edwards', 'Cole Sprouse']",7.5,2851,"Chandler must spend Christmas in Tulsa, which Monica thinks he might have an affair with a former Miss Oklahoma runner-up while he is there. Chandler comes home early to announce that he quit his job.",Doty Abrams,22.29,12,0.0625,0.3125,0.0625,0.0,0.24285714285714285,0.060714285714285714,0.075,0.075,0.04285714285714286,0.41785714285714287,0.0,1,Kevin Bright,reg,2,other,0,0,0,0,0,0,0,0,below
9,11, The One Where Rachel Goes Back to Work ,Gary Halvorson , 9 January 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Steve Ireland', 'Phill Lewis', 'Heather Sims', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Dermot Mulroney', 'Evan Handler', 'Alexandra Margulies', 'Paul Logan', 'James Michael Tyler']",8.0,2641,"Chandler starts looking for a job and is anxious about having a baby, Rachel decides to go back to work, and Phoebe works as an extra on Joey's show.",Judd Rubin & Peter Tibbals,23.67,1,0.11764705882352941,0.35294117647058826,0.0,0.0,0.12393162393162394,0.16666666666666666,0.08974358974358974,0.1282051282051282,0.13675213675213677,0.13247863247863248,0.004273504273504274,1,Gary Halvorson,reg,0,['rachel'],1,0,0,0,0,0,0,0,below
9,12, The One with Phoebe's Rats ,Ben Weiss , 16 January 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Dermot Mulroney', 'Carly Thomas Smith', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Melissa George', 'Cheryl Kennard', 'James Michael Tyler']",8.0,2730,Ross makes Joey stay away from their new nanny. Mike accidentally kills Phoebe's rat. Gavin gives Rachel a scarf and a kiss for her birthday.,Dana Klein Borkow & Brian Buckner & Sebastian Jones,23.66,1,0.0,0.0,0.0,0.07692307692307693,0.08906882591093117,0.22672064777327935,0.0931174089068826,0.1214574898785425,0.10931174089068826,0.11740890688259109,0.0,1,Ben Weiss,reg,0,['phoebe'],1,0,0,0,0,0,0,0,below
9,13, The One Where Monica Sings ,Gary Halvorson , 30 January 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Dermot Mulroney', 'Jennifer Aspen', 'Lisa Avery', 'DeAnna Kane', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Melissa George', 'Lori Alan', 'Kristen Ariza', 'Megan Linder', 'Gregory Graham']",8.2,2726,A night at Mike's piano bar gives Monica a very showy moment in the spotlight; Chandler employs his secret skill to repair Joey's botched eyebrow-waxing job.,Sherry Bilsing-Graham & Ellen Plummer & Steven Rosenhaus,25.82,1,0.2,0.2,0.06666666666666667,0.13333333333333333,0.10238907849829351,0.19112627986348124,0.18430034129692832,0.09215017064846416,0.09897610921501707,0.14334470989761092,0.0,1,Gary Halvorson,reg,0,['monica'],1,0,0,0,0,0,0,0,below
9,14, The One with the Blind Dates ,Gary Halvorson , 6 February 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Sam Pancake', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jon Lovitz', 'John Bentley', 'James Michael Tyler']",8.2,2682,Phoebe and Joey purposely set Ross and Rachel up on bad dates in the hopes they'll get back together. Monica and Chandler babysit Emma.,Sherry Bilsing-Graham & Ellen Plummer,23.37,2,0.26666666666666666,0.3333333333333333,0.13333333333333333,0.0,0.15073529411764705,0.16176470588235295,0.11764705882352941,0.15073529411764705,0.20220588235294118,0.125,0.0,1,Gary Halvorson,reg,0,other,1,0,0,0,0,0,0,0,below
9,15, The One with the Mugging ,Gary Halvorson , 13 February 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Phill Lewis', 'Kyle Gass', 'Michelle Anne Johnson', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jeff Goldblum', 'Teck Holmes', 'Suzanne Ford', 'Bernard Curioso']",8.3,2713,"Joey gets a part in a stage-play in a painful way. Ross and Phoebe are mugged outside Central Perk, Phoebe realizes that she mugged Ross 18 years ago. Chandler starts his new career as advertising writer.",Peter Tibbals,20.85,2,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.03663003663003663,0.13553113553113552,0.1575091575091575,0.2087912087912088,0.10989010989010989,0.007326007326007326,1,Gary Halvorson,reg,0,other,1,0,0,0,0,0,0,0,av
9,16, The One with the Boob Job ,Gary Halvorson , 20 February 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Timothy Starks', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'James Michael Tyler']",8.2,2628,"When Monica and Chandler both ask Joey for money not wanting the other to know why they are asking for it, Chandler sees that Joey gave money to Monica. Joey makes up that Monica is getting...                    See full summary »",Mark Kunerth,19.52,2,0.13333333333333333,0.13333333333333333,0.4,0.06666666666666667,0.15789473684210525,0.08906882591093117,0.0931174089068826,0.22267206477732793,0.12955465587044535,0.15789473684210525,0.0,0,Gary Halvorson,reg,0,other,1,0,0,0,0,0,0,0,below
9,17, The One with the Memorial Service ,Gary Halvorson , 13 March 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Ivana Milicevic', 'Ernie Grunwald', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Jonathan Slavin']",8.5,2757,"When Chandler and Ross joke around on their college website, Ross is accused of being dead which leads to the fact that he was not popular in college. Joey is not willing to give his ...                    See full summary »",Robert Carlock & Brian Buckner & Sebastian Jones,21.0,3,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.20155038759689922,0.09689922480620156,0.1434108527131783,0.12790697674418605,0.12790697674418605,0.1821705426356589,0.0,0,Gary Halvorson,reg,0,other,0,0,0,0,0,0,0,0,av
9,18, The One with the Lottery ,Gary Halvorson , 3 April 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Phill Lewis', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'James Michael Tyler']",8.6,2836,"Hoping to win a huge jackpot, the friends pool their money and buy dozens of lottery tickets. However, they bicker over how to spend the fortune if they win, and Monica irritates everyone else by buying tickets just for her and Chandler.",Brian Buckner & Sebastian Jones & Sherry Bilsing-Graham & Ellen Plummer,20.79,4,0.5,0.5,0.0,0.0,0.1958041958041958,0.14335664335664336,0.17482517482517482,0.11538461538461539,0.15034965034965034,0.17132867132867133,0.013986013986013986,0,Gary Halvorson,reg,1,other,1,0,0,0,0,0,0,0,av
9,19, The One with Rachel's Dream ,Terry Hughes , 17 April 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Joe Colligan', 'Shayne Anderson', 'Johnny Sneed', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Marisol Nichols', 'Blake Reed', 'Keith Pillow', 'Susan Chuang']",8.1,2658,"Joey is insecure now his Days of Our Lives character Dr. Drake Ramore is getting real dialog, so he asks Rachel to come along to the set, which she loves enough to get romantic dreams, but ...                    See full summary »",Dana Klein Borkow & Mark Kunerth,18.25,4,0.13333333333333333,0.2,0.26666666666666666,0.0,0.17045454545454544,0.1893939393939394,0.125,0.13636363636363635,0.16666666666666666,0.125,0.0,0,other,reg,0,['rachel'],1,0,0,0,0,0,0,0,below
9,20, The One with the Soap Opera Party ,Sheldon Epps , 24 April 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Alex Borstein', 'Matthew Ashford', 'Farah Fath', 'Alexis Thorpe', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Aisha Tyler', 'Ken Lerner', 'Ethan Erickson', 'Kyle Lowder', 'Al Collado', 'Heather Sims']",8.2,2661,Joey throws a cast party on the roof of his building where he ends up making out with an attractive professor that Ross had a crush on.,Shana Goldberg-Meehan & Andrew Reich & Ted Cohen,20.71,4,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.18430034129692832,0.20477815699658702,0.19795221843003413,0.07167235494880546,0.1296928327645051,0.051194539249146756,0.0034129692832764505,2,other,reg,0,other,1,0,0,0,0,0,0,0,below
9,21, The One with the Fertility Test ,Gary Halvorson , 1 May 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Maggie Wheeler', 'Debra Azar', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Aisha Tyler', 'Myra Turley', 'James Michael Tyler']",8.2,2599,"Still unable to conceive, Monica and Chandler decide to get tests done at a fertility clinic, where they run into Chandler's favorite ex, Janice. Rachel receives a gift certificate for a ...                    See full summary »",Scott Silveri & Robert Carlock,19.03,5,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.0,0.10507246376811594,0.13405797101449277,0.17028985507246377,0.13768115942028986,0.15579710144927536,0.12318840579710146,0.0036231884057971015,0,Gary Halvorson,reg,1,other,1,1,0,0,0,0,0,0,below
9,22, The One with the Donor ,Ben Weiss , 8 May 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'John Stamos', 'Andy Umberger', 'Cynthia Newman', 'Tracy Silver', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Hank Azaria', 'Aisha Tyler', 'Dan Desmond', 'Kim Harris', 'James Michael Tyler']",7.8,2676,"When Joey hears that his girlfriend Charlie is an insecure shopper, he volunteers expert Rachel, who dreads being alone with her, so she makes sure Phoebe comes along, by saying she needs a...                    See full summary »",Andrew Reich & Ted Cohen,19.55,5,0.2857142857142857,0.14285714285714285,0.07142857142857142,0.0,0.10927152317880795,0.17549668874172186,0.0728476821192053,0.152317880794702,0.08609271523178808,0.17549668874172186,0.0,1,Ben Weiss,reg,0,other,1,0,0,0,0,0,0,0,below
9,23, The One in Barbados ,Kevin Bright (as Kevin S. Bright)    , 15 May 2003,"[""'Courteney Cox'"", "" 'Matt LeBlanc'"", "" 'David Schwimmer'"", "" 'Paul Rudd'"", "" 'Audrey Wasilewski'"", "" 'Robert Alan Beuth'"", "" 'Alison Shanks'"", "" 'Noelle Sheldon'"", "" 'Jennifer Aniston'"", "" 'Lisa Kudrow'"", "" 'Matthew Perry'"", "" 'Hank Azaria'"", "" 'Aisha Tyler'"", "" 'Joe Everett Michaels'"", "" 'Jason Carroll'"", "" 'Tony Sagastizado I'"", "" 'Cali Sheldon'"", "" 'James Michael Tyler'"", "" 'John Balma'"", "" 'Bill Blair'""]",8.551276143211627,2821,"Chandler gives advice to David, but that makes David want to propose to Phoebe. Although Phoebe is still in love with Mike. Monica calls Mike who shows up there right in the middle of ...                    See full summary » To the other friends' fury, it keeps raining except during Ross's speech, which to their amazement is a big hit with the paleontologists. Joey's scientific ignorance decides Charlie to turn...                    See full summary »",Shana Goldberg-Meehan & Scott SilveriMarta Kauffman & David Crane,25.46,5,0.1111111111111111,0.037037037037037035,0.0,0.07407407407407407,0.14597315436241612,0.11073825503355705,0.1493288590604027,0.07214765100671142,0.15436241610738255,0.12751677852348994,0.0,0,Kevin Bright,fin,0,other,0,0,0,0,0,0,0,1,av
